iter	TotalF1	MultiClass
900	0.9723403641	0.3202068948
901	0.9723403641	0.3197981253
902	0.9723403641	0.3194783351
903	0.9723403641	0.3191442845
904	0.9723403641	0.3188168115
905	0.9723403641	0.3184252729
906	0.9723403641	0.3182168581
907	0.9723403641	0.3178309755
908	0.9723403641	0.3174565959
909	0.9723403641	0.3170905161
910	0.9723403641	0.3167160204
911	0.9723403641	0.3164049383
912	0.9723403641	0.3160186312
913	0.9723403641	0.3155705801
914	0.9723403641	0.3151614281
915	0.9723403641	0.314775377
916	0.9723403641	0.3145692777
917	0.9723403641	0.3142612858
918	0.9723403641	0.3138280557
919	0.9723403641	0.3134677611
920	0.9723403641	0.3130468862
921	0.9723403641	0.3127551051
922	0.9723403641	0.3124553495
923	0.9723403641	0.3122297905
924	0.9723403641	0.3118380908
925	0.9723403641	0.3114515186
926	0.9723403641	0.311119759
927	0.9723403641	0.310827277
928	0.9723403641	0.310468056
929	0.9723403641	0.3101180607
930	0.9723403641	0.3096938826
931	0.9723403641	0.3093995463
932	0.9723403641	0.3090400516
933	0.9723403641	0.3087689612
934	0.9723403641	0.3084875718
935	0.9723403641	0.308098627
936	0.9723403641	0.307793935
937	0.9723403641	0.3074642685
938	0.9723403641	0.3070740139
939	0.9723403641	0.3067576052
940	0.9723403641	0.3064782249
941	0.9723403641	0.3060892477
942	0.9723403641	0.3057536539
943	0.9723403641	0.3054715735
944	0.9723403641	0.3051294858
945	0.9723403641	0.3047848134
946	0.9723403641	0.3045006491
947	0.9723403641	0.3042030801
948	0.9723403641	0.3039265714
949	0.9723403641	0.3036808731
950	0.9723403641	0.3033488664
951	0.9723376676	0.3031642021
952	0.9723376676	0.302818847
953	0.9723376676	0.3024296638
954	0.9723376676	0.3021514809
955	0.9723376676	0.3018071631
956	0.9723376676	0.3013727798
957	0.9723376676	0.3011054252
958	0.9723376676	0.300689208
959	0.9723376676	0.300422172
960	0.9723376676	0.3001221315
961	0.9723376676	0.2998633197
962	0.9723376676	0.2995459489
963	0.9723376676	0.2992296053
964	0.9723376676	0.2989103302
965	0.9723376676	0.2985913743
966	0.9723376676	0.2982274861
967	0.9723376676	0.2979813517
968	0.9723376676	0.2976631415
969	0.9723376676	0.2973500152
970	0.9723376676	0.2970994313
971	0.9723376676	0.2967960717
972	0.9723376676	0.2964217751
973	0.9723376676	0.2960566835
974	0.9723376676	0.2956823191
975	0.9723376676	0.2953211824
976	0.9723376676	0.2950245442
977	0.9723376676	0.2947857008
978	0.9723376676	0.2944469684
979	0.9723376676	0.2941902564
980	0.9723376676	0.2938235679
981	0.9723376676	0.2934844746
982	0.9723376676	0.2931936058
983	0.9723376676	0.2927966247
984	0.9723376676	0.2923869148
985	0.9723376676	0.2920995726
986	0.9723376676	0.2917391746
987	0.9723376676	0.2913915971
988	0.9723376676	0.2911368863
989	0.9723376676	0.2909110429
990	0.9723376676	0.2905534906
991	0.9723376676	0.2902241194
992	0.9723376676	0.2899631174
993	0.9723376676	0.2896834809
994	0.9723376676	0.2892923808
995	0.9723376676	0.2889607578
996	0.9723376676	0.2887455239
997	0.9723376676	0.2884583695
998	0.9723376676	0.2881648702
999	0.9723376676	0.2878026574
